timestamp,tag,x,y,z, pressure, acceleration_0, acceleration_1, acceleration_2, magnetic_0, magnetic_1, magnetic_2, angular_vel_0, angular_vel_1, angular_vel_2, euler_angles_0, euler_angles_1, euler_angles_2, quaternion_0, quaternion_1, quaternion_2, quaternion_3, linear_acceleration_0, linear_acceleration_1, linear_acceleration_2, gravity_vector_0, gravity_vector_1, gravity_vector_2, temperature
1551531173,0x6e58,-587,5036,4965,100448000,396,-216,-879,-1526,2169,2006,3,3,2,5008,378,2643,2319,6343,-14590,3157,3,12,-1,393,-229,-868,37
1551531173,0x6737,-731,5655,4903,100394250,741,337,-556,-312,-555,531,2,-1,-2,3344,784,-2381,1924,14271,2433,7426,1,4,-5,740,332,-550,44
1551531173,0x6724,299,6696,5032,100296750,865,395,-276,-728,-321,-182,332,38,-452,5428,828,-1941,-9381,-9309,9529,-1722,101,-121,40,770,518,-315,44
1551531174,0x6726,-1120,4855,1177,100315500,-921,115,-341,208,169,-899,0,1,0,3719,-1111,-2582,-4184,11212,-7286,-8494,-2,5,-15,-918,109,-325,39
1551531175,0x6734,-2611,7188,4658,100387750,-658,634,336,-1616,1134,5121,10,26,-26,783,-686,-983,-12252,-8652,-3517,5577,8,3,-7,-667,631,343,42
1551531175,0x6750,-880,9980,2627,100619750,938,0,-124,-435,536,316,163,24,-12,5034,1310,2858,-9908,-4733,11433,-4140,-21,-14,13,970,-3,-138,41
1551531175,0x6735,-887,4587,1164,100419750,-146,31,975,299,491,-244,2,1,1,4823,-151,-38,-14242,367,-1344,-7978,15,-7,11,-161,40,966,42
1551531176,0x6737,-711,5746,4863,100394250,740,337,-559,-312,-555,524,-1,4,0,3344,784,-2381,1924,14271,2433,7426,3,5,-5,740,332,-550,44
1551531176,0x6e36,-3178,8945,384,100384250,202,269,-945,-241,65,718,203,189,-865,5226,226,-2692,-2412,-4639,15496,979,-37,77,-13,239,192,-931,42
1551531176,0x6e58,-645,4927,251,100448000,395,-216,-881,-1515,2163,1972,1,0,2,5008,378,2643,2319,6343,-14590,3157,0,12,-8,393,-229,-868,37
1551531176,0x6737,-748,5630,312,100393750,740,334,-569,-300,-555,518,1,1,3,3344,784,-2381,1924,14271,2433,7426,1,4,-13,740,332,-550,44
1551531176,0x6724,-363,7149,647,100297000,769,507,-326,-696,-406,-227,-13,-17,-27,5054,832,-1964,-8769,-11004,7605,-3553,-2,0,-7,772,507,-326,44
1551531176,0x6726,-1140,4863,1180,100317750,-923,115,-332,227,152,-913,2,-4,1,3719,-1111,-2582,-4184,11212,-7286,-8494,-4,4,-15,-918,109,-325,39
1551531177,0x6734,-2518,7048,471,100383250,-694,611,339,-1555,1118,4969,52,-31,-8,838,-694,-1004,-11999,-8861,-3324,5906,-20,-21,13,-673,633,326,42
1551531177,0x6750,-955,9590,4381,100621500,968,23,-93,-401,523,252,-113,0,31,4960,1340,2878,-9920,-5129,11063,-4620,-6,25,12,974,-1,-105,41
1551531178,0x6735,-401,5130,5043,100417500,-144,32,971,294,491,-259,-1,1,-2,4823,-151,-38,-14242,367,-1344,-7978,16,-7,5,-161,40,966,42
1551531178,0x6737,-739,5566,340,100395750,740,339,-561,-305,-548,524,-2,-4,0,3344,784,-2381,1924,14271,2433,7426,1,5,-10,740,332,-550,44
1551531178,0x6e36,-3091,9062,287,100383500,394,-44,-943,-222,187,628,172,-122,-906,5177,171,2865,-1414,-5098,15495,-597,210,-28,20,183,-15,-963,42
1551531178,0x6e58,-626,4893,260,100448750,395,-214,-881,-1526,2198,1958,1,2,2,5008,378,2643,2318,6343,-14590,3157,2,14,-12,393,-229,-868,37
1551531179,0x6737,-735,5725,4839,100394500,740,337,-564,-324,-560,510,2,1,0,3344,784,-2381,1924,14271,2433,7426,0,6,-9,740,332,-550,44
1551531179,0x6724,-239,6976,362,100295250,896,443,-91,-665,-308,-363,-140,684,178,5012,990,-1595,-10204,-9370,7554,-4410,31,-11,-13,865,455,-77,44
1551531179,0x6726,-921,5119,4576,100314000,-920,114,-325,214,140,-926,1,-2,2,3719,-1111,-2582,-4184,11212,-7286,-8494,-2,4,-5,-918,109,-325,39
1551531180,0x6734,-2334,7707,647,100388250,-463,809,291,-1160,520,3918,140,-291,-35,809,-494,-1079,-12074,-9405,-1267,5709,44,23,-32,-504,776,322,42
1551531180,0x6750,-889,9316,220,100623750,962,0,-131,-419,552,281,105,-30,-47,4939,1312,2847,-9696,-5291,11170,-4652,-8,4,3,971,-4,-135,41
1551531180,0x6735,-307,5140,5122,100418000,-146,32,974,305,497,-278,0,-1,-1,4823,-151,-38,-14242,367,-1344,-7978,14,-7,7,-161,40,966,42
1551531181,0x6737,-771,5623,320,100393000,740,337,-558,-300,-531,518,-1,-4,0,3344,784,-2381,1924,14271,2433,7426,0,5,-18,740,332,-550,44
1551531181,0x6e36,-3091,9062,287,100383000,402,-201,-911,-270,249,542,40,324,246,21,394,-2863,-3521,198,15999,185,-14,-153,46,411,16,-889,42
1551531181,0x6e58,-539,4902,4991,100443000,394,-215,-880,-1521,2174,1966,0,2,1,5008,378,2643,2318,6343,-14590,3157,0,13,-12,393,-229,-868,37
1551531181,0x6737,-713,5729,4837,100395500,738,336,-562,-305,-560,524,2,4,0,3344,784,-2381,1924,14271,2433,7426,-1,4,-11,740,332,-550,44
1551531181,0x6724,-337,7236,4400,100294000,816,441,-276,-732,-379,-304,-3,-33,-40,5046,919,-1936,-9113,-10166,8251,-3735,-10,-9,-4,826,451,-271,44
1551531182,0x6726,-949,5116,4506,100313500,-920,115,-344,214,145,-892,-3,-4,0,3719,-1111,-2582,-4184,11212,-7286,-8494,-4,5,-2,-918,109,-325,39
1551531183,0x6734,-2204,7578,4460,100388000,-543,703,382,-915,715,2291,-55,57,81,983,-546,-984,-11761,-8947,-1091,6991,4,-11,8,-550,713,387,42
1551531183,0x6750,-678,9579,121,100622250,880,-137,-455,-289,624,393,106,-182,-146,4786,995,2515,-7543,-4482,13109,-4427,13,38,-35,867,-176,-421,41
1551531183,0x6735,-444,5122,5056,100418000,-145,30,981,299,486,-251,1,3,-2,4823,-151,-38,-14242,367,-1344,-7978,15,-9,15,-161,40,966,42
1551531184,0x6737,-736,5719,4821,100395750,743,338,-564,-318,-548,518,-2,-3,-2,3344,784,-2381,1924,14271,2433,7426,3,5,-13,740,332,-550,44
1551531184,0x6e36,-2781,9246,583,100385500,369,-88,-924,-254,243,529,-37,-16,94,5523,342,2848,-2981,-2071,15963,-658,12,-57,-11,357,-31,-912,42
1551531184,0x6e58,-681,5003,265,100448500,395,-214,-868,-1526,2163,1964,-2,2,1,5008,378,2643,2318,6343,-14590,3157,1,13,-12,393,-229,-868,37
1551531184,0x6737,-761,5598,321,100394000,742,337,-557,-312,-555,518,1,2,0,3344,784,-2381,1924,14271,2433,7426,0,3,-14,740,332,-550,44
1551531184,0x6724,-353,7179,661,100298500,816,450,-314,-745,-361,-260,0,-8,2,5028,895,-1979,-8864,-10477,8131,-3739,5,-5,-6,812,456,-304,44
1551531184,0x6726,-959,5144,4520,100315250,-921,114,-335,214,134,-899,2,4,1,3719,-1111,-2582,-4184,11212,-7286,-8494,-6,6,-4,-918,109,-325,39
1551531185,0x6734,-2281,7624,4513,100386500,-494,725,377,-942,1158,1712,204,-245,-131,844,-524,-1029,-12120,-9124,-1468,6012,38,-15,22,-530,743,356,42
1551531185,0x6750,-895,9796,4411,100621250,843,-198,-491,-265,625,520,94,88,-100,4882,913,2547,-7217,-3558,13773,-3742,20,-9,6,823,-188,-498,41
1551531186,0x6735,-373,5103,83,100414250,-144,32,974,299,491,-251,1,-1,0,4823,-151,-38,-14242,367,-1344,-7978,16,-7,8,-161,40,966,42
1551531186,0x6737,-674,5469,301,100396750,742,339,-569,-318,-555,510,-1,1,-1,3344,784,-2381,1924,14271,2433,7426,2,4,-7,740,332,-550,44
1551531186,0x6e36,-3024,8847,871,100385750,131,258,-964,-262,-32,729,94,-90,166,4911,134,-2651,-1981,-7237,14510,1269,-5,13,-16,142,239,-940,42
1551531186,0x6e58,-599,4989,4926,100447500,393,-216,-869,-1508,2180,1958,0,5,0,5008,378,2643,2317,6343,-14590,3156,0,12,-1,393,-229,-868,37
1551531187,0x6737,-763,5644,348,100394250,743,337,-568,-312,-536,510,-1,2,-1,3344,784,-2381,1924,14271,2433,7426,1,3,-6,740,332,-550,44
1551531187,0x6724,-332,7394,4457,100295000,784,468,-319,-748,-396,-212,25,-1,-35,5058,836,-2002,-8650,-10926,7881,-3479,1,-22,16,775,490,-345,44
1551531187,0x6726,-913,5140,4625,100312000,-922,115,-335,208,145,-913,2,-7,1,3719,-1111,-2582,-4184,11212,-7286,-8494,-3,6,-9,-918,109,-325,39
1551531188,0x6734,-2304,7395,519,100386750,-507,730,383,-916,758,1076,-146,134,86,659,-482,-997,-12834,-8750,-1962,4828,-14,-20,-9,-492,751,392,42
1551531188,0x6750,-973,9455,390,100621250,881,35,-279,-465,398,-392,-703,-274,231,4469,1198,-2797,-7601,-8651,9707,-6450,-65,12,-25,946,23,-254,41
1551531188,0x6735,-346,5195,5160,100417750,-146,31,974,294,481,-244,2,0,0,4823,-151,-38,-14242,367,-1344,-7978,15,-7,-1,-161,40,966,42
1551531189,0x6737,-583,5486,4754,100394250,742,335,-558,-300,-560,489,-5,-1,-2,3344,784,-2381,1924,14271,2433,7426,0,4,-8,740,332,-550,44
1551531189,0x6e36,-2782,8962,9,100384250,505,-127,-781,-248,286,459,-147,-79,108,356,498,2806,-4430,3049,15474,281,-1,-60,55,507,-66,-836,42
1551531189,0x6e58,-592,4977,4914,100448500,396,-214,-875,-1532,2180,1979,1,1,0,5008,378,2643,2317,6343,-14590,3156,3,14,-6,393,-229,-868,37
1551531189,0x6737,-796,5604,362,100393250,741,336,-565,-312,-524,504,-1,2,-1,3344,784,-2381,1924,14271,2433,7426,1,4,-8,740,332,-550,44
1551531190,0x6724,-333,7299,4403,100296000,808,452,-316,-761,-385,-204,-75,11,8,4991,880,-2016,-8616,-10767,7970,-3841,4,-1,14,803,454,-329,44
1551531190,0x6726,-922,5137,4578,100311000,-923,114,-337,227,140,-907,-1,4,0,3719,-1111,-2582,-4184,11212,-7286,-8494,-5,4,-11,-918,109,-325,39
1551531191,0x6734,-2294,7341,4494,100387500,-526,755,395,-928,744,960,99,-156,30,484,-478,-1047,-13042,-8856,-2733,3526,-37,-18,42,-488,773,353,42
1551531191,0x6750,-811,10146,2576,100624000,898,-20,-340,-446,507,-192,91,34,-94,4693,1085,2873,-7641,-7433,11383,-5022,-9,-17,29,908,-2,-369,41
1551531191,0x6735,-353,5024,132,100415750,-145,32,968,299,491,-264,0,-1,1,4823,-151,-38,-14242,367,-1344,-7978,15,-7,2,-161,40,966,42
1551531192,0x6737,-645,5506,4748,100393500,741,337,-557,-324,-555,510,-3,4,1,3344,784,-2381,1924,14271,2433,7426,1,4,-6,740,332,-550,44
1551531192,0x6e36,-2657,9538,491,100383500,342,-153,-930,-88,321,414,-322,126,367,581,413,2729,-3878,4965,15124,-35,-84,-9,-59,427,-144,-870,42
1551531192,0x6e58,-684,4926,315,100445000,396,-214,-868,-1508,2187,1977,-2,1,1,5008,378,2643,2318,6343,-14590,3157,3,14,0,393,-229,-868,37
1551531192,0x6737,-755,5599,387,100392000,741,337,-562,-305,-560,497,2,2,2,3344,784,-2381,1924,14271,2433,7426,1,4,-11,740,332,-550,44
1551531192,0x6724,-354,7243,829,100295500,790,451,-338,-744,-372,-200,81,12,-81,4995,872,-2020,-8583,-10831,7937,-3803,-7,-7,-2,798,458,-336,44
1551531192,0x6726,-948,5121,4607,100311500,-922,113,-323,350,265,-1515,1,-4,0,3719,-1111,-2582,-4184,11212,-7286,-8494,-4,3,2,-918,109,-325,39
1551531193,0x6734,-1712,8718,357,100382250,-522,721,366,-928,795,1171,58,-3,160,1052,-521,-1074,-11209,-9503,-316,7250,8,-35,57,-529,761,320,42
1551531194,0x6750,-832,9422,4634,100624500,862,118,-176,-545,456,-64,218,-10,-89,5171,1248,-2310,-10024,-5376,11312,-3333,-96,0,-11,959,118,-165,41
1551531194,0x6735,-381,5148,5124,100415750,-146,32,975,299,491,-238,0,1,0,4823,-151,-38,-14242,367,-1344,-7978,14,-7,9,-161,40,966,42
1551531194,0x6737,-555,5473,4627,100398000,742,338,-557,-318,-555,510,1,0,0,3344,784,-2381,1924,14271,2433,7426,2,5,-6,740,332,-550,44
1551531195,0x6e36,-2657,9538,491,100381500,234,-165,-898,228,-52,419,-262,-86,1014,1862,224,2786,-1749,13803,8557,1276,-3,-68,47,238,-96,-946,42
1551531195,0x6e58,-602,5093,4975,100447000,393,-213,-877,-1502,2156,1977,0,1,2,5008,378,2643,2318,6343,-14590,3157,0,15,-8,393,-229,-868,37
1551531195,0x6737,-564,5407,4560,100396500,742,337,-559,-305,-548,531,1,-3,-1,3344,784,-2381,1924,14271,2433,7426,2,4,-9,740,332,-550,44
1551531195,0x6724,-278,7290,4734,100292250,781,517,-427,-748,-385,-158,207,321,70,4976,850,-2065,-8315,-11089,7874,-3784,-3,61,-57,785,455,-370,44
1551531195,0x6726,-1009,4596,2615,100312000,-923,116,-341,356,265,-1502,1,2,3,3719,-1111,-2582,-4184,11212,-7286,-8494,-4,7,-16,-918,109,-325,39
1551531196,0x6734,-1775,9557,388,100385000,-339,848,228,-680,721,649,393,105,-298,5585,-514,-1230,-12593,-8172,-6453,-1199,183,40,39,-522,808,188,42
1551531196,0x6750,-1119,9638,4332,100623250,947,117,-104,-523,452,-121,-78,-84,-12,4998,1278,-2161,-9922,-6315,10535,-4374,-17,-3,17,965,121,-121,41
1551531197,0x6735,-313,5233,5217,100415000,-144,33,975,299,480,-259,1,0,1,4823,-151,-38,-14242,367,-1344,-7978,16,-7,9,-161,40,966,42
1551531197,0x6737,-717,5492,308,100394250,739,337,-569,-312,-555,497,0,0,-1,3344,784,-2381,1924,14271,2433,7426,0,4,-18,740,332,-550,44
1551531197,0x6e36,-2657,9538,491,100381000,166,-47,-933,-275,302,236,324,178,-1758,4802,288,2866,-2165,-8072,14024,-1382,-136,-33,-1,303,-13,-932,42
1551531197,0x6e58,-591,5066,4942,100447000,394,-216,-866,-1515,2193,1985,-1,3,-1,5008,378,2643,2317,6343,-14590,3156,1,12,2,393,-229,-868,37
1551531198,0x6737,-676,5678,4898,100397250,742,337,-558,-318,-542,518,-1,-3,0,3344,784,-2381,1924,14271,2433,7426,2,4,-7,740,332,-550,44
1551531198,0x6724,-566,7297,651,100292500,776,506,-353,-753,-340,-52,123,-2,-211,5338,799,-2048,-8763,-9954,9399,-2050,25,10,35,750,496,-388,44
1551531198,0x6726,-912,5144,4552,100313500,-921,114,-337,363,241,-1494,0,0,0,3719,-1111,-2582,-4184,11212,-7286,-8494,-2,5,-11,-918,109,-325,39
1551531199,0x6734,0,0,0,100383250,-498,726,348,-702,721,-68,-157,300,-312,4659,-527,-1007,-11233,-3053,-8587,-7693,28,-19,-61,-533,733,373,42
1551531200,0x6750,-1019,9644,4359,100626500,969,56,-161,-494,484,-153,-414,-39,86,4880,1262,-2553,-9308,-6553,10743,-4841,7,-9,15,962,65,-176,41
1551531200,0x6735,-345,5056,60,100418250,-145,30,972,305,497,-244,0,-2,2,4823,-151,-38,-14242,367,-1344,-7978,15,-9,5,-161,40,966,42
1551531200,0x6737,-554,5362,4909,100397000,739,339,-554,-329,-555,531,0,0,1,3344,784,-2381,1924,14271,2433,7426,1,4,-4,740,332,-550,44
1551531200,0x6e36,-2657,9538,491,100381000,182,-106,-896,-569,-140,339,-134,-66,-531,3860,261,2816,-711,-13947,8258,-2286,-92,-41,42,275,-65,-938,42
1551531201,0x6e58,-589,4857,233,100447500,395,-215,-868,-1515,2180,1964,-3,4,0,5008,378,2643,2317,6343,-14590,3156,2,12,-12,393,-229,-868,37
1551531201,0x6737,-643,5395,271,100393250,741,336,-560,-318,-566,524,2,4,0,3344,784,-2381,1924,14271,2433,7426,2,4,-19,740,332,-550,44
1551531201,0x6724,-1790,8326,326,100294000,739,458,-176,-601,-201,-409,355,428,-187,5414,881,-1776,-10144,-8820,9165,-1908,-64,-65,24,803,524,-201,44
1551531201,0x6726,-908,5148,4601,100313500,-923,115,-328,363,248,-1488,1,1,-1,3719,-1111,-2582,-4184,11212,-7286,-8494,-4,5,-2,-918,109,-325,39
1551531202,0x6734,-1775,9557,388,100380750,-614,691,326,-472,817,-228,28,-47,-45,4220,-610,-1045,-8919,-174,-9493,-9936,-11,-4,-11,-606,700,321,42
1551531202,0x6750,-944,9303,261,100620250,945,34,-152,-483,494,-86,74,8,32,4983,1289,-2505,-9740,-5833,10967,-4389,-21,-28,-5,967,63,-146,41
1551531202,0x6735,-282,5167,5201,100416750,-144,31,976,292,486,-259,-2,0,1,4823,-151,-38,-14242,367,-1344,-7978,15,-8,6,-161,40,966,42
1551531203,0x6737,-721,5647,4857,100394250,742,339,-561,-318,-566,491,-3,-2,0,3344,784,-2381,1924,14271,2433,7426,1,4,-20,740,332,-550,44
1551531203,0x6e36,-2657,9538,491,100384000,339,-63,-932,-548,-360,452,-60,19,88,3514,308,2816,-425,-15185,5482,-2762,10,1,-1,323,-63,-923,42
1551531203,0x6e58,-655,4964,307,100447250,394,-215,-874,-1502,2174,1977,3,-5,3,5008,378,2643,2318,6343,-14590,3157,1,13,-5,393,-229,-868,37
1551531203,0x6737,-671,5362,269,100392000,739,337,-569,-305,-531,497,-2,0,0,3344,784,-2381,1924,14271,2433,7426,0,4,-19,740,332,-550,44
1551531204,0x6724,-1763,10435,4988,100292250,815,371,-209,-518,-188,-344,-275,68,46,4502,933,-1934,-7663,-12030,5063,-6273,-30,-75,38,834,441,-264,44
1551531204,0x6726,-931,5104,4581,100311250,-920,115,-334,356,265,-1502,3,-3,1,3719,-1111,-2582,-4184,11212,-7286,-8494,-2,6,-1,-918,109,-325,39
1551531205,0x6734,0,0,0,100384500,-556,756,301,-724,572,-92,-97,189,11,4601,-516,-1084,-10738,-3184,-9009,-7863,-32,-10,-14,-523,767,314,42
1551531205,0x6750,-995,9348,381,100621250,971,74,-147,-494,500,-100,-67,-84,-4,4971,1307,-2553,-9793,-5709,10943,-4492,1,24,-14,970,49,-132,41
1551531205,0x6735,-331,5181,5199,100412500,-145,33,980,305,486,-259,1,-1,-1,4823,-151,-38,-14242,367,-1344,-7978,15,-6,7,-161,40,966,42
1551531206,0x6737,-588,5377,4979,100395250,741,336,-555,-318,-548,518,0,-1,0,3344,784,-2381,1924,14271,2433,7426,1,4,-5,740,332,-550,44
1551531206,0x6e36,-2657,9538,491,100378500,305,-32,-941,-507,-425,444,27,63,-13,3462,291,2852,-588,-15365,5055,-2541,-1,-4,-10,306,-27,-930,42
1551531206,0x6e58,-603,4958,248,100449500,394,-215,-871,-1515,2180,1998,-1,1,1,5008,378,2643,2319,6343,-14590,3157,3,14,-6,393,-229,-868,37
1551531207,0x6737,-621,5506,4956,100395500,740,336,-569,-305,-548,491,1,0,1,3344,784,-2381,1924,14271,2433,7426,0,3,-18,740,332,-550,44
1551531207,0x6724,-1936,11308,5560,100292000,-89,533,733,630,-2062,1112,622,-1023,-145,5292,-20,-639,-14899,-5367,-1598,-3884,-68,-95,-17,-21,629,751,44
1551531207,0x6726,-1156,4865,1189,100311500,-923,112,-327,345,265,-1494,1,-3,-1,3719,-1111,-2582,-4184,11212,-7286,-8494,-5,3,-1,-918,109,-325,39
1551531208,0x6734,-1775,9557,388,100381750,-543,665,406,-545,628,-112,38,43,-16,4378,-566,-948,-10056,-1120,-8781,-9431,23,-21,-1,-567,687,408,42
1551531208,0x6750,-915,9280,314,100619750,1039,249,-45,-504,494,-104,728,611,-376,5116,1338,-2786,-10644,-5180,10637,-3894,64,149,-3,974,100,-42,41
1551531208,0x6735,-368,5117,81,100412500,-145,31,979,299,480,-251,1,-2,-1,4823,-151,-38,-14242,367,-1344,-7978,15,-7,1,-161,40,966,42
1551531209,0x6737,-595,5347,612,100394750,742,337,-557,-294,-560,505,-3,-3,0,3344,784,-2381,1924,14271,2433,7426,2,4,-6,740,332,-550,44
1551531209,0x6e36,-2657,9538,491,100377000,313,-33,-937,-536,-408,432,13,31,8,3512,292,2851,-648,-15222,5469,-2529,6,-4,-6,307,-29,-930,42
1551531209,0x6e58,-580,4981,4942,100446250,395,-215,-878,-1526,2180,1977,-2,5,1,5008,378,2643,2319,6343,-14590,3157,1,13,-10,393,-229,-868,37
1551531209,0x6737,-607,5491,4931,100395500,741,337,-563,-329,-555,510,-1,0,-2,3344,784,-2381,1924,14271,2433,7426,1,4,-12,740,332,-550,44
1551531210,0x6726,-946,5147,4583,100309500,-921,114,-334,356,254,-1508,-1,3,-1,3719,-1111,-2582,-4184,11212,-7286,-8494,-4,7,-14,-918,109,-325,39
1551531212,0x6750,-1035,9382,350,100618250,923,98,-187,-481,492,-81,-4,167,-37,4983,1282,-2623,-9665,-5680,11137,-4353,-42,52,-26,966,46,-161,41
1551531212,0x6735,-363,5038,73,100415000,-145,32,973,305,486,-251,-2,-2,1,4823,-151,-38,-14242,367,-1344,-7978,17,-7,10,-161,40,966,42
1551531212,0x6737,-704,5627,4856,100394000,741,336,-558,-318,-548,518,3,1,0,3344,784,-2381,1924,14271,2433,7426,1,4,-8,740,332,-550,44
1551531213,0x6e36,-2657,9538,491,100380250,305,-86,-928,-548,-348,430,26,84,-40,3560,296,2802,-337,-15057,5858,-2699,-5,-8,-2,311,-78,-926,42
1551531213,0x6e58,-613,5049,4922,100447500,394,-214,-877,-1521,2180,1985,5,-6,-1,5008,378,2643,2319,6343,-14590,3157,1,14,-8,393,-229,-868,37
1551531213,0x6737,-712,5512,288,100393750,742,338,-561,-312,-566,524,1,1,0,3344,784,-2381,1924,14271,2433,7426,2,6,-21,740,332,-550,44
1551531214,0x6726,-920,5166,4584,100311000,-923,115,-335,350,241,-1508,2,-7,-2,3719,-1111,-2582,-4184,11212,-7286,-8494,-4,5,-10,-918,109,-325,39
1551531215,0x6750,-928,9374,378,100614000,971,53,-153,-433,516,142,165,46,-26,5266,1281,-2767,-10172,-3593,12007,-2808,4,32,13,966,20,-167,41
1551531215,0x6735,-379,5069,90,100414250,-144,32,966,288,491,-232,-2,1,-1,4823,-151,-38,-14242,367,-1344,-7978,16,-7,5,-161,40,966,42
1551531216,0x6737,-584,5500,4805,100395500,740,337,-563,-318,-542,510,1,0,0,3344,784,-2381,1924,14271,2433,7426,0,4,-12,740,332,-550,44
1551531216,0x6e36,-2657,9538,491,100377500,121,-183,-891,-470,-297,492,220,-36,-52,3494,206,2746,499,-15333,5343,-2129,-98,-47,49,219,-138,-945,42
1551531216,0x6e58,-617,4942,4922,100445250,394,-218,-873,-1515,2180,1977,-4,-2,0,5008,378,2643,2317,6343,-14590,3156,1,10,-5,393,-229,-868,37
1551531216,0x6737,-685,5679,4889,100390500,737,337,-559,-305,-548,504,2,3,2,3344,784,-2381,1924,14271,2433,7426,0,4,-11,740,332,-550,44
1551531217,0x6726,-1148,4884,1191,100303750,-923,116,-339,363,241,-1494,-1,-6,-2,3719,-1111,-2582,-4184,11212,-7286,-8494,-3,4,-8,-918,109,-325,39
1551531218,0x6750,-1011,9548,417,100618250,965,75,-164,-451,457,-128,11,-33,-28,4818,1275,-2516,-9220,-6892,10435,-5201,0,7,-2,964,67,-161,41
1551531219,0x6735,-317,5081,46,100411250,-145,33,980,299,480,-264,0,-2,-1,4823,-151,-38,-14242,367,-1344,-7978,16,-8,4,-161,40,966,42
1551531219,0x6737,-752,5662,342,100394500,740,337,-566,-312,-536,531,-2,-1,1,3344,784,-2381,1924,14271,2433,7426,0,4,-15,740,332,-550,44
1551531220,0x6e36,0,0,0,100381250,333,-92,-934,-459,20,235,233,139,-197,4105,254,2799,-861,-12713,10062,-2195,97,-18,12,267,-81,-940,42
1551531220,0x6e58,-685,5040,263,100451000,393,-215,-875,-1521,2180,1985,-3,8,1,5008,378,2643,2317,6343,-14590,3156,0,13,-6,393,-229,-868,37
1551531220,0x6737,-754,5613,330,100391750,740,337,-565,-324,-536,512,-1,0,1,3344,784,-2381,1924,14271,2433,7426,0,4,-15,740,332,-550,44
1551531220,0x6724,-1936,11308,5560,100286500,803,453,-192,313,-1441,1790,1788,1267,44,1111,976,-1844,-8479,1807,12598,5879,-38,4,-16,858,429,-202,44
1551531220,0x6726,-925,5130,4646,100307750,-920,116,-339,356,265,-1488,1,-2,0,3719,-1111,-2582,-4184,11212,-7286,-8494,-2,7,-13,-918,109,-325,39
1551531221,0x6734,-1667,9216,4485,100380000,-491,769,297,-332,272,-139,279,-260,-226,4350,-523,-1054,-9649,-1758,-9223,-9337,39,16,-38,-530,753,336,42
1551531221,0x6750,-1027,10025,4689,100613750,923,-75,-140,-363,521,-99,290,-246,43,4848,1314,2520,-9517,-5287,11101,-5165,-47,-23,-16,971,-51,-123,41
1551531222,0x6735,-278,5415,5089,100412250,-144,31,976,292,504,-236,0,0,-1,4823,-151,-38,-14242,367,-1344,-7978,16,-8,9,-161,40,966,42
1551531222,0x6737,-778,5561,324,100393250,740,337,-563,-324,-560,497,-4,-1,0,3344,784,-2381,1924,14271,2433,7426,0,3,-9,740,332,-550,44
1551531222,0x6e36,-1882,9845,435,100379250,105,-587,-945,-227,342,297,-304,505,18,5143,149,2720,-799,-5371,15356,-1786,-59,-420,3,154,-170,-953,42
1551531223,0x6e58,-592,4972,4933,100446750,392,-215,-870,-1515,2187,1964,0,0,0,5008,378,2643,2317,6344,-14590,3156,-1,13,-2,393,-229,-868,37
1551531223,0x6737,-717,5726,4831,100392500,741,338,-558,-312,-524,531,0,-2,1,3344,784,-2381,1924,14271,2433,7426,0,6,-14,740,332,-550,44
1551531223,0x6724,-2170,8583,146,100285750,554,555,-294,259,-1675,1700,-330,-7,168,2352,638,-1679,-2942,5241,11549,9947,-74,-171,-99,629,726,-194,44
1551531223,0x6726,-1140,4874,1186,100307750,-921,116,-333,350,265,-1494,-2,-2,0,3719,-1111,-2582,-4184,11212,-7286,-8494,-3,6,-7,-918,109,-325,39
1551531224,0x6734,-1388,9183,4483,100387750,-495,834,251,-811,588,-1352,-201,107,-84,4364,-476,-1193,-9307,-2753,-9782,-8862,-8,13,25,-486,820,226,42
1551531224,0x6750,-842,9500,442,100617250,1005,36,-84,-425,497,-51,-193,29,89,5060,1363,-2842,-10350,-4919,10948,-4153,28,-2,-12,977,39,-71,41
1551531224,0x6735,-483,4919,199,100413500,-145,31,978,305,497,-251,1,1,-1,4823,-151,-38,-14242,367,-1344,-7978,15,-9,7,-161,40,966,42
1551531225,0x6737,-572,5456,4910,100394500,741,337,-557,-305,-566,531,-2,4,-2,3344,784,-2381,1924,14271,2433,7426,1,4,-7,740,332,-550,44
1551531225,0x6e36,-2044,7969,479,100378000,30,-81,-825,-454,158,496,574,-544,-171,5027,311,2695,-1951,-6254,14802,-2532,-288,103,80,326,-184,-905,42
1551531225,0x6e58,-567,4931,4962,100448500,393,-217,-874,-1526,2180,1990,2,4,1,5008,378,2643,2316,6344,-14590,3156,0,11,-5,393,-229,-868,37
1551531225,0x6737,-569,5252,288,100396250,739,337,-561,-300,-542,524,3,0,0,3344,784,-2381,1924,14271,2433,7426,2,4,-17,740,332,-550,44
1551531226,0x6724,-1844,6598,463,100290500,416,752,-232,20,-1579,1585,486,1804,782,1230,748,-1620,-8442,-896,12304,6707,-298,93,-101,715,658,-131,44
1551531226,0x6726,-968,4935,681,100313500,-922,113,-337,339,260,-1515,0,-3,-2,3719,-1111,-2582,-4184,11212,-7286,-8494,-3,4,-11,-918,109,-325,39
1551531227,0x6734,0,0,0,100392750,-353,815,335,-777,515,-1795,91,-355,-506,3698,-411,-1109,-5741,281,-9562,-11999,72,-10,23,-425,826,312,43
