timestamp,tag,x,y,z, pressure, acceleration_0, acceleration_1, acceleration_2, magnetic_0, magnetic_1, magnetic_2, angular_vel_0, angular_vel_1, angular_vel_2, euler_angles_0, euler_angles_1, euler_angles_2, quaternion_0, quaternion_1, quaternion_2, quaternion_3, linear_acceleration_0, linear_acceleration_1, linear_acceleration_2, gravity_vector_0, gravity_vector_1, gravity_vector_2, temperature
1551531720,0x6726,-1002,5133,4510,100304250,-924,114,-330,363,265,-1492,-4,0,-1,3715,-1107,-2578,-4156,11218,-7307,-8481,-6,7,1,-917,112,-328,39
1551531721,0x6734,-2537,5898,260,100378750,-331,653,638,1372,-2833,2704,43,-51,-33,5412,-311,-742,-14615,-5483,-4111,-2805,-7,-14,4,-326,669,637,44
1551531722,0x6750,-2116,5148,161,100582500,30,-310,-887,36,340,1156,-126,-272,-346,41,24,2563,288,-369,-16135,2804,0,19,24,26,-331,-922,42
1551531722,0x6735,-455,4963,259,100403000,-140,33,982,305,510,-243,-1,0,0,4824,-142,-35,-14249,351,-1263,-7980,12,-6,6,-151,37,968,40
1551531722,0x6737,-818,5729,321,100385500,739,337,-562,-323,-548,510,1,-1,1,3346,781,-2382,1927,14281,2438,7406,1,4,-9,738,333,-552,43
1551531723,0x6e36,0,0,0,100372000,398,113,-876,-192,-355,590,97,-121,-55,2623,392,-2777,-359,-15829,-2233,-3572,-8,13,10,407,99,-886,41
1551531723,0x6e58,-634,4944,247,100442250,393,-214,-876,-1532,2163,1982,2,1,-2,5007,378,2649,2336,6353,-14591,3117,0,8,-4,393,-223,-869,37
1551531723,0x6737,-800,5664,499,100384000,739,335,-569,-316,-531,502,-2,-2,-1,3346,781,-2382,1927,14281,2438,7406,2,3,-15,738,333,-552,43
1551531723,0x6724,-2338,4273,4437,100297500,359,879,-280,-272,-2865,848,-78,-27,45,4417,343,-1709,7364,12297,4379,6620,0,6,-16,359,873,-264,43
1551531724,0x6726,-893,5193,4668,100305000,-921,115,-331,350,254,-1492,2,-2,1,3715,-1107,-2578,-4156,11218,-7307,-8481,-4,3,-2,-917,112,-328,39
1551531724,0x6734,-2512,6256,-271,100374750,-335,674,629,1377,-2811,2683,-11,9,12,5409,-317,-763,-14535,-5609,-4217,-2815,-2,-8,8,-332,682,620,44
1551531725,0x6750,-2047,5643,5008,100582250,31,-322,-929,-56,384,1142,47,-30,-104,5611,32,2591,85,1305,-16126,2581,-2,-19,2,34,-303,-931,42
1551531725,0x6735,-391,4967,5016,100403000,-140,31,968,299,486,-243,0,-1,0,4824,-142,-35,-14249,351,-1263,-7980,11,-5,5,-151,37,968,40
1551531725,0x6737,-522,5264,4838,100384000,739,337,-562,-312,-536,508,1,2,1,3346,781,-2382,1927,14281,2438,7406,2,5,-18,738,333,-552,42
1551531726,0x6e36,-2108,6301,-444,100376500,420,122,-883,-222,-368,577,-14,18,-185,2693,397,-2761,-618,-15886,-1623,-3614,7,8,-1,412,114,-882,41
1551531726,0x6e58,-642,4996,203,100437750,395,-214,-881,-1513,2193,1988,-2,-2,-1,5007,378,2649,2336,6353,-14591,3117,2,9,-11,393,-223,-869,37
1551531726,0x6737,-664,5345,474,100384500,739,337,-563,-305,-531,523,2,-1,0,3346,781,-2382,1927,14281,2438,7406,0,2,-19,738,333,-552,42
1551531726,0x6724,0,0,0,100295750,400,839,-252,-289,-2830,835,-103,-166,-35,4410,353,-1712,7328,12338,4295,6639,31,-29,13,368,868,-266,43
1551531727,0x6726,-938,5193,4580,100301250,-925,113,-341,363,260,-1497,-1,1,1,3715,-1107,-2578,-4156,11218,-7307,-8481,-8,1,-12,-917,112,-328,39
1551531728,0x6734,0,0,0,100379250,-330,674,616,1374,-2787,2606,10,-7,0,5402,-315,-767,-14511,-5634,-4230,-2869,0,-11,-1,-330,686,617,44
1551531728,0x6750,-2094,5581,4848,100579500,29,-318,-920,-80,414,1142,-36,54,-45,5593,32,2578,49,1464,-16094,2695,-5,-2,6,34,-316,-927,42
1551531728,0x6735,-496,4965,270,100402750,-141,33,972,292,510,-256,5,2,0,4824,-142,-35,-14249,351,-1263,-7980,12,-4,5,-151,37,968,40
1551531729,0x6737,-603,5538,4762,100384500,736,337,-559,-316,-542,515,0,-1,1,3346,781,-2382,1927,14281,2438,7406,-1,4,-6,738,333,-552,43
1551531729,0x6e36,-2350,6388,-553,100369500,404,91,-890,-198,-337,604,-42,-5,106,2670,388,-2784,-396,-15893,-1822,-3519,1,-1,-1,403,92,-889,41
1551531729,0x6e58,-542,4985,4969,100436250,395,-214,-868,-1526,2174,1974,-6,0,-1,5007,378,2649,2336,6353,-14591,3117,2,8,-12,393,-223,-869,37
1551531729,0x6737,-500,5049,513,100385750,739,337,-564,-299,-561,515,-1,2,0,3346,781,-2382,1927,14281,2438,7406,1,4,-11,738,333,-552,43
1551531730,0x6724,-2052,4472,738,100294750,450,829,-273,-350,-2836,814,31,-189,8,4418,407,-1729,7311,12644,3465,6565,28,-11,1,421,841,-275,43
1551531730,0x6726,-923,5213,4582,100300500,-921,114,-328,356,230,-1472,2,2,-3,3715,-1107,-2578,-4156,11218,-7307,-8481,-3,0,0,-917,112,-328,39
1551531731,0x6734,-2607,5960,447,100376750,-329,680,617,1363,-2784,2588,23,9,8,5403,-315,-770,-14502,-5660,-4234,-2858,0,-8,7,-330,688,615,44
1551531731,0x6750,-1973,5851,33,100586500,17,-303,-858,-12,435,1153,-56,75,131,29,41,2540,422,-256,-16098,3008,-28,37,3,43,-355,-913,42
1551531731,0x6735,-374,5053,5056,100405500,-141,33,971,292,491,-249,1,-3,-1,4824,-142,-35,-14249,351,-1263,-7980,13,-6,13,-151,37,968,40
1551531732,0x6737,-712,5694,4594,100383250,739,336,-567,-312,-548,508,-1,2,0,3346,781,-2382,1927,14281,2438,7406,1,3,-14,738,333,-552,43
1551531732,0x6e36,-2147,5724,163,100374250,452,-162,-902,-268,-195,686,-132,-367,-175,2707,353,2767,1236,-15981,-1508,-3041,83,-51,0,368,-110,-901,41
1551531732,0x6e58,-639,5196,4958,100444500,393,-215,-866,-1526,2169,1988,1,-1,0,5007,378,2649,2336,6353,-14591,3117,0,8,2,393,-223,-869,37
1551531732,0x6737,-762,5739,4810,100384750,740,337,-571,-323,-542,502,4,3,0,3346,781,-2382,1927,14281,2438,7406,1,4,-18,738,333,-552,43
1551531732,0x6724,-2212,3406,1494,100294250,394,860,-208,-326,-2836,806,-7,302,-54,4437,388,-1697,7519,12456,3610,6612,-8,2,39,403,858,-248,43
1551531733,0x6726,-813,4605,729,100303250,-922,113,-329,363,260,-1497,3,0,1,3715,-1107,-2578,-4156,11218,-7307,-8481,-5,1,0,-917,112,-328,39
1551531734,0x6734,0,0,0,100374500,-361,689,578,1356,-2846,2616,9,1,-4,5396,-347,-802,-14348,-5743,-4615,-2882,1,-9,-5,-362,699,584,44
1551531734,0x6750,-2354,6138,5400,100585000,34,-277,-831,97,249,1208,319,-393,-723,316,46,2599,844,-2779,-15948,2381,-17,11,97,50,-294,-934,42
1551531734,0x6735,-438,5141,4986,100400000,-141,33,971,305,486,-249,2,0,0,4824,-142,-35,-14249,351,-1263,-7980,10,-5,3,-151,37,968,40
1551531735,0x6737,-770,5742,4795,100382250,739,338,-560,-316,-561,523,0,-2,-1,3346,781,-2382,1927,14281,2438,7406,1,3,-8,738,333,-552,42
1551531736,0x6e58,-692,5095,280,100441250,395,-215,-871,-1508,2169,1982,-1,-4,-1,5007,378,2649,2336,6353,-14591,3117,0,8,-4,393,-223,-869,37
1551531736,0x6737,-801,5813,4764,100384250,737,335,-563,-329,-568,523,2,3,0,3346,781,-2382,1927,14281,2438,7406,2,3,-7,738,333,-552,42
1551531736,0x6724,-2310,4447,4554,100289500,400,935,-167,-313,-2854,779,-556,199,-29,4477,350,-1635,7950,12071,3858,6663,37,27,56,365,887,-198,43
1551531736,0x6726,-900,4853,681,100301250,-920,114,-333,363,248,-1492,-2,-5,-1,3715,-1107,-2578,-4156,11218,-7307,-8481,-3,2,-4,-917,112,-328,39
1551531737,0x6734,-2618,5640,488,100376250,-362,677,605,1238,-2856,2508,-5,1,2,5414,-346,-778,-14458,-5621,-4496,-2753,0,-7,3,-361,684,602,44
1551531737,0x6750,-2088,5822,-339,100582750,-6,-359,-959,134,384,1139,-117,112,-677,316,54,2564,968,-2768,-15896,2673,-65,-29,-38,58,-330,-921,42
1551531737,0x6735,-679,4944,4693,100402250,-140,30,981,305,491,-256,-3,-2,0,4824,-142,-35,-14249,351,-1263,-7980,12,-6,11,-151,37,968,40
1551531738,0x6737,-746,5679,4669,100383750,740,334,-561,-312,-542,529,-2,2,0,3346,781,-2382,1927,14281,2438,7406,1,1,-8,738,333,-552,43
1551531738,0x6e58,-645,4885,291,100442250,394,-213,-871,-1532,2174,1968,-3,1,-1,5007,378,2649,2335,6353,-14591,3117,1,10,-1,393,-223,-869,37
1551531739,0x6737,-701,5548,667,100384750,736,337,-559,-299,-536,502,1,1,0,3346,781,-2382,1927,14281,2438,7406,-1,4,-17,738,333,-552,43
1551531739,0x6724,-2316,4531,4592,100290000,322,919,-97,-153,-2824,670,99,-9,58,4424,291,-1547,8152,11207,4851,7270,16,-5,11,306,925,-108,43
1551531739,0x6726,-804,4613,714,100301000,-924,117,-336,369,254,-1497,0,2,0,3715,-1107,-2578,-4156,11218,-7307,-8481,-7,5,-7,-917,112,-328,39
1551531740,0x6734,-2775,5609,534,100377500,-369,672,615,1152,-2878,2553,2,7,1,5408,-349,-774,-14460,-5567,-4529,-2803,-5,-8,11,-364,680,604,44
1551531740,0x6750,-2011,5796,40,100587500,-30,-348,-793,214,608,1019,261,-284,-897,49,-89,2438,-722,-427,-15888,3912,65,103,71,-96,-451,-865,42
1551531740,0x6735,-702,4883,523,100400000,-143,30,972,299,504,-222,1,-2,0,4824,-142,-35,-14249,351,-1263,-7980,10,-5,13,-151,37,968,40
1551531741,0x6737,-755,5767,4855,100382500,739,334,-559,-316,-555,537,2,0,2,3346,781,-2382,1927,14281,2438,7406,0,1,-6,738,333,-552,43
1551531741,0x6e36,-1938,6323,5398,100371500,436,40,-783,-140,-300,694,909,401,-217,2283,365,-2879,1036,-15218,-5133,-3072,55,40,120,380,0,-903,41
1551531741,0x6e58,-704,5106,348,100434500,393,-215,-874,-1526,2174,1969,2,0,3,5007,378,2649,2335,6353,-14591,3117,1,8,-11,393,-223,-869,37
1551531741,0x6737,-747,5570,518,100380250,738,333,-558,-323,-561,496,-3,-2,-2,3346,781,-2382,1927,14281,2438,7406,0,0,-5,738,333,-552,43
1551531741,0x6724,-2220,4505,4581,100287250,480,675,-416,-259,-2817,779,-19,2052,-19,4487,335,-1591,8196,11796,3956,6817,120,-138,-347,350,903,-150,43
1551531742,0x6726,-752,4618,4544,100305250,-921,114,-330,369,248,-1472,0,-1,0,3715,-1107,-2578,-4156,11218,-7307,-8481,-7,4,-8,-917,112,-328,39
1551531743,0x6734,0,0,0,100377750,-354,692,597,1084,-2889,2476,-2,8,11,5416,-331,-801,-14398,-5856,-4406,-2727,-8,-10,0,-346,703,588,44
1551531743,0x6750,-2291,5643,-389,100586000,0,-363,-930,252,435,1065,4,75,327,376,-27,2516,412,-3273,-15724,3212,29,14,-26,-29,-378,-904,42
1551531743,0x6735,-551,5025,280,100400250,-141,30,977,305,510,-243,-1,-1,-1,4824,-142,-35,-14249,351,-1263,-7980,10,-3,13,-151,37,968,40
1551531744,0x6737,-764,5614,319,100383750,740,336,-558,-305,-568,515,-1,-2,-1,3346,781,-2382,1927,14281,2438,7406,1,3,-5,738,333,-552,43
1551531744,0x6e36,-1515,6075,5264,100374250,377,-45,-901,-123,-171,702,-240,-74,268,2163,377,2808,1829,-14817,-6108,-2870,-13,28,-1,392,-69,-896,41
1551531744,0x6e58,-646,5132,4950,100432000,392,-216,-869,-1537,2156,1995,2,2,0,5007,378,2649,2335,6353,-14591,3117,0,7,0,393,-223,-869,37
1551531745,0x6737,-639,5422,815,100381750,739,337,-559,-312,-555,515,-2,-1,-1,3346,781,-2382,1927,14281,2438,7406,0,4,-6,738,333,-552,43
1551531745,0x6724,-2208,4574,4457,100282750,330,898,-94,-217,-2817,704,182,79,-11,4497,319,-1579,8286,11685,4091,6819,-3,-13,45,334,911,-139,43
1551531745,0x6726,-788,4676,4569,100303000,-922,117,-338,363,241,-1492,0,0,2,3715,-1107,-2578,-4156,11218,-7307,-8481,-6,2,-3,-917,112,-328,39
1551531746,0x6734,-2636,5723,4777,100374500,-356,684,615,1081,-2864,2454,26,-7,19,5421,-333,-793,-14429,-5800,-4396,-2694,-7,-13,21,-349,698,593,44
1551531746,0x6750,-1884,5492,446,100582000,1,-354,-904,260,422,1028,37,25,-108,294,-36,2529,167,-2574,-15876,3120,41,10,5,-39,-365,-909,42
1551531746,0x6735,-489,5076,5004,100401750,-140,31,975,299,510,-256,-1,1,-1,4824,-142,-35,-14249,351,-1263,-7980,11,-5,7,-151,37,968,40
1551531747,0x6737,-834,5682,330,100383000,738,336,-559,-329,-568,510,-2,0,2,3346,781,-2382,1927,14281,2438,7406,0,3,-7,738,333,-552,42
1551531747,0x6e36,-2076,5828,146,100372000,351,39,-915,-217,-268,673,11,86,68,2558,325,-2848,236,-15878,-2809,-2894,10,6,3,340,32,-919,41
1551531747,0x6e58,-709,5183,274,100441250,393,-214,-871,-1532,2169,1974,-2,1,0,5007,378,2649,2334,6353,-14591,3117,0,8,0,393,-223,-869,37
1551531747,0x6737,-707,5566,704,100385500,740,335,-558,-323,-536,537,0,-1,0,3346,781,-2382,1927,14281,2438,7406,0,4,-5,738,333,-552,42
1551531748,0x6726,-735,4688,4613,100302500,-926,115,-330,339,265,-1492,-2,-2,-1,3715,-1107,-2578,-4156,11218,-7307,-8481,-9,3,-1,-917,112,-328,39
1551531750,0x6750,-2215,5945,-2,100581000,-50,-384,-914,177,534,1022,393,-19,-206,5712,-27,2553,-329,401,-16124,2860,-16,-45,6,-30,-337,-920,42
1551531750,0x6735,-573,5039,4836,100400000,-140,31,980,310,497,-249,2,0,0,4824,-142,-35,-14249,351,-1263,-7980,10,-6,15,-151,37,968,40
1551531750,0x6737,-679,5488,631,100381250,740,337,-564,-316,-536,515,-2,-2,0,3346,781,-2382,1927,14281,2438,7406,2,4,-11,738,333,-552,43
1551531751,0x6e36,-1942,6168,-258,100373000,117,288,-913,1,-417,612,-71,-373,37,2339,137,-2630,-1750,-15490,-4699,-1830,-29,27,19,146,260,-933,41
1551531751,0x6e58,-656,5064,238,100433750,393,-216,-878,-1526,2156,1982,1,3,0,5007,378,2649,2333,6354,-14591,3116,1,8,0,393,-223,-869,37
1551531751,0x6737,-707,5456,325,100383250,740,334,-562,-305,-531,508,-2,-1,-2,3346,781,-2382,1927,14281,2438,7406,1,1,-9,738,333,-552,43
1551531751,0x6724,-1939,5057,553,100280250,533,821,-133,-406,-457,-72,36,-45,-92,4571,510,-1595,8545,12345,1054,6474,15,0,7,518,820,-140,43
1551531751,0x6726,-712,4909,411,100307500,-921,115,-327,356,230,-1492,-3,5,1,3715,-1107,-2578,-4156,11218,-7307,-8481,-4,3,-12,-917,112,-328,39
1551531752,0x6750,-2167,5860,-326,100590250,11,-435,-1104,347,227,1209,-161,-153,362,1218,-35,2544,1561,-9913,-12693,2545,43,-79,-189,-35,-352,-914,42
1551531753,0x6735,-948,4673,1195,100400000,-139,29,982,299,497,-262,1,-3,0,4824,-142,-35,-14249,351,-1263,-7980,12,-7,13,-151,37,968,40
1551531753,0x6737,-603,5346,837,100382000,739,337,-564,-312,-561,537,2,2,-1,3346,781,-2382,1927,14281,2438,7406,0,4,-11,738,333,-552,42
1551531753,0x6e36,-1638,6164,90,100375500,368,133,-852,-27,-220,715,214,89,-40,1999,304,-2861,1112,-14328,-7468,-2475,48,114,75,319,18,-926,41
1551531754,0x6e58,-700,5074,324,100441500,395,-213,-872,-1532,2180,1988,0,-1,0,5007,378,2649,2333,6354,-14592,3116,1,8,-2,393,-223,-869,37
1551531754,0x6737,-689,5375,320,100381250,739,335,-558,-305,-536,515,1,5,-1,3346,781,-2382,1927,14281,2438,7406,1,2,-5,738,333,-552,42
1551531754,0x6724,-2650,5425,5182,100281250,188,939,-233,65,-625,-56,339,183,-99,3501,282,-1604,3507,7600,9963,9955,-108,20,-67,297,919,-166,44
1551531754,0x6726,-931,4987,621,100299250,-923,117,-334,350,236,-1484,0,3,0,3715,-1107,-2578,-4156,11218,-7307,-8481,-5,5,-10,-917,112,-328,39
1551531755,0x6734,-2729,6288,336,100373750,-487,668,382,155,-1100,-513,24,-61,290,5263,-519,-1037,-13013,-5883,-7172,-3612,39,-80,30,-526,748,351,44
1551531755,0x6750,-2039,5715,4970,100592000,84,-320,-879,11,537,979,866,-1339,-4170,5680,141,2606,1233,320,-16152,2434,24,-69,-44,151,-284,-926,42
1551531755,0x6735,-347,5060,5092,100402500,-139,32,974,310,486,-243,0,2,-1,4824,-142,-35,-14249,351,-1263,-7980,12,-4,6,-151,37,968,40
1551531756,0x6737,-470,5228,4501,100381000,742,335,-561,-329,-548,537,1,2,0,3346,781,-2382,1927,14281,2438,7406,1,3,-6,738,333,-552,42
1551531756,0x6e36,-1878,5849,415,100373750,358,135,-887,-518,-147,516,421,362,-95,3986,362,-2788,-2463,-13211,9106,-2219,-10,59,12,378,90,-900,41
1551531756,0x6e58,-608,4951,4902,100438000,393,-216,-868,-1520,2163,1974,1,3,1,5007,378,2649,2333,6354,-14592,3116,0,7,1,393,-223,-869,37
1551531757,0x6737,-731,5582,4875,100383750,739,337,-562,-292,-531,502,-5,0,0,3346,781,-2382,1927,14281,2438,7406,0,2,-7,738,333,-552,43
1551531757,0x6726,-1213,4358,806,100303250,-923,118,-331,363,260,-1491,0,3,-1,3715,-1107,-2578,-4156,11218,-7307,-8481,-6,6,-2,-917,112,-328,39
1551531759,0x6734,0,0,0,100377500,-587,724,448,640,-560,-500,-28,-180,-81,4142,-502,-963,-8786,-668,-8770,-10672,-76,-1,33,-510,726,415,44
1551531759,0x6750,-2018,5303,130,100587750,191,-169,-1016,-307,406,950,-269,-493,411,5149,77,2709,157,5329,-15403,1661,106,3,-34,82,-180,-960,42
1551531759,0x6735,-514,4844,342,100402750,-137,32,970,299,510,-243,1,-2,-1,4824,-142,-35,-14249,351,-1263,-7980,14,-4,2,-151,37,968,40
1551531760,0x6737,-825,5449,462,100380750,738,335,-559,-312,-548,502,-3,-2,-2,3346,781,-2382,1927,14281,2438,7406,0,3,-7,738,333,-552,42
1551531760,0x6e36,-1422,5489,5058,100376750,349,-145,-945,-483,70,449,112,52,-163,4281,323,2729,-1075,-11606,11126,-2965,10,4,-37,338,-149,-907,41
1551531760,0x6e58,-616,4989,4833,100439500,394,-214,-874,-1526,2169,1982,-1,-5,-1,5007,378,2649,2333,6354,-14592,3116,1,9,-4,393,-223,-869,37
1551531760,0x6737,-862,5543,4888,100383750,740,336,-562,-316,-536,537,-1,-2,1,3346,781,-2382,1927,14281,2438,7406,2,3,-9,738,333,-552,42
1551531761,0x6724,0,0,0,100281500,309,908,-88,20,-673,40,241,366,-169,3043,337,-1549,970,5420,10942,10880,-42,3,16,353,908,-108,44
1551531761,0x6726,-908,4117,878,100303500,-925,114,-328,350,260,-1512,1,2,3,3715,-1107,-2578,-4156,11218,-7307,-8481,-3,3,-8,-917,112,-328,39
1551531762,0x6734,-1654,6153,352,100377750,-546,745,345,467,-524,-673,-107,96,53,4884,-550,-1057,-11883,-4112,-8514,-6152,7,5,18,-554,739,327,44
1551531762,0x6750,-2011,5664,-249,100589500,59,-213,-883,-452,126,836,-106,328,891,4542,88,2680,-465,10026,-12811,1890,-35,-2,69,94,-211,-952,42
1551531762,0x6735,-335,5340,4981,100405000,-141,30,968,305,504,-249,2,1,0,4824,-142,-35,-14249,351,-1263,-7980,10,-6,0,-151,37,968,40
1551531763,0x6737,-871,5584,272,100382250,740,335,-571,-316,-531,515,0,0,1,3346,781,-2382,1927,14281,2438,7406,2,2,-18,738,333,-552,42
1551531763,0x6e36,-1431,5659,788,100374000,299,-120,-921,-467,46,457,-126,57,329,4299,304,2759,-1164,-11529,11273,-2663,-20,0,-3,320,-121,-918,41
1551531763,0x6e58,-866,4421,4862,100433750,394,-215,-870,-1526,2169,2008,-1,-3,1,5007,378,2649,2333,6354,-14592,3116,0,8,0,393,-223,-869,37
1551531763,0x6737,-505,5457,-21,100383000,739,336,-563,-299,-536,515,-2,1,-1,3346,781,-2382,1927,14281,2438,7406,0,3,-10,738,333,-552,42
1551531764,0x6724,0,0,0,100283250,588,756,-262,-395,-686,-112,-834,-1753,218,4132,492,-1638,6602,11888,4207,8113,93,-50,-83,501,822,-181,44
1551531764,0x6726,-1128,4629,4576,100298000,-923,116,-339,356,248,-1478,0,0,-1,3715,-1107,-2579,-4156,11219,-7307,-8480,-4,5,-5,-916,112,-329,39
1551531765,0x6734,0,0,0,100375500,-515,772,317,438,-468,-672,-110,78,-135,4533,-518,-1077,-10465,-2805,-9092,-8270,9,8,-1,-525,763,319,44
1551531765,0x6750,-1723,5683,-56,100586750,-30,-156,-956,-364,-78,897,244,513,615,3728,77,2697,-1144,14576,-7269,1350,-113,59,-4,83,-193,-957,42
1551531766,0x6735,-469,5210,4897,100400500,-140,33,966,292,480,-249,4,0,-1,4824,-142,-35,-14249,351,-1263,-7980,11,-3,-1,-151,37,968,40
1551531766,0x6737,-840,4767,464,100382500,740,336,-567,-323,-555,502,2,-1,-1,3346,781,-2382,1927,14281,2438,7406,2,3,-12,738,333,-552,42
1551531766,0x6e36,-1219,6333,4897,100373250,369,-232,-876,-502,27,396,-133,138,134,4024,365,2652,-365,-12933,9319,-3768,-11,-10,0,380,-222,-875,41
1551531767,0x6e58,-840,4672,4993,100438500,392,-216,-870,-1526,2174,1988,0,4,1,5007,378,2649,2332,6354,-14592,3116,0,7,0,393,-223,-870,37
1551531767,0x6737,-442,4737,4678,100383000,741,338,-566,-312,-561,523,1,-1,-3,3346,781,-2382,1927,14281,2438,7406,0,3,-8,738,333,-552,42
1551531767,0x6726,-1113,4409,709,100300000,-923,114,-335,356,254,-1505,-1,3,1,3715,-1107,-2579,-4156,11219,-7307,-8480,-6,2,-6,-916,112,-329,39
1551531768,0x6734,-1441,6232,183,100375000,-499,782,338,-728,-465,-1604,178,-143,-226,5292,-509,-1126,-12706,-6552,-7286,-3313,18,-2,59,-517,784,279,44
1551531768,0x6750,-1796,5741,35,100587750,126,-207,-832,-264,-48,956,204,-254,-1449,3429,-23,2579,-2618,15442,-4772,591,151,108,95,-24,-315,-928,42
1551531768,0x6735,-140,5408,5151,100400500,-140,30,983,316,497,-268,0,1,1,4824,-142,-35,-14249,351,-1263,-7980,11,-6,15,-151,37,968,40
1551531769,0x6737,-947,5090,387,100382250,739,337,-570,-316,-531,523,1,-3,1,3346,781,-2382,1927,14281,2438,7406,1,4,-17,738,333,-552,42
1551531769,0x6e36,-1400,6166,679,100373250,346,-3,-884,-536,67,409,-1,99,-517,4382,357,2859,-2202,-10969,11749,-2288,-25,16,22,372,-19,-906,41
1551531769,0x6e58,-1006,4583,5006,100440500,394,-214,-868,-1513,2174,1974,3,0,1,5007,378,2649,2332,6354,-14592,3116,1,8,0,393,-223,-870,37
1551531769,0x6737,-593,5270,218,100380000,739,339,-568,-312,-542,523,2,2,-1,3346,781,-2382,1927,14281,2438,7406,0,2,-8,738,333,-552,42
1551531770,0x6724,0,0,0,100286250,385,969,-237,-38,-656,208,218,164,-48,2752,402,-1678,-704,4810,11932,10121,-30,106,1,417,857,-228,44
1551531770,0x6726,-1091,4485,762,100301250,-920,116,-339,356,241,-1478,0,2,1,3715,-1107,-2579,-4156,11219,-7307,-8480,-3,4,-10,-916,112,-329,39
1551531771,0x6734,-1499,7018,337,100375750,-522,703,348,-692,-494,-1641,3,61,47,5380,-536,-1038,-13191,-6225,-6929,-2769,19,-36,1,-541,740,346,44
1551531771,0x6750,-1399,5773,-4,100587750,-21,-216,-946,99,-190,772,-57,16,-89,2490,63,2674,-1911,15910,3408,173,-108,11,-10,67,-217,-953,42
1551531771,0x6735,-481,4812,384,100399750,-140,32,979,292,491,-262,0,3,1,4824,-142,-35,-14249,351,-1263,-7980,11,-4,11,-151,37,968,40
1551531772,0x6737,-399,4965,4449,100381250,739,336,-559,-316,-512,496,-1,1,-2,3346,781,-2382,1927,14281,2438,7406,1,3,-6,738,333,-552,42
1551531772,0x6e36,-1098,5239,489,100370750,386,-100,-878,-500,185,361,10,126,240,4563,373,2778,-2122,-9727,12731,-2689,-2,-1,16,388,-99,-894,41
1551531772,0x6e58,-835,4063,547,100434500,394,-211,-870,-1526,2187,2001,1,2,-1,5007,378,2649,2332,6354,-14592,3116,1,11,0,393,-223,-870,37
1551531773,0x6737,-806,4837,99,100379750,738,338,-569,-312,-561,523,0,2,-1,3346,781,-2382,1927,14281,2438,7406,0,5,-16,738,333,-552,42
1551531773,0x6724,-1875,5710,473,100288000,309,893,-286,14,-584,334,1,-259,50,2595,290,-1705,-1529,2266,12866,9769,3,0,-19,305,892,-266,44
1551531773,0x6726,-894,4059,830,100302750,-921,116,-338,356,260,-1484,0,-1,-1,3715,-1107,-2579,-4156,11219,-7307,-8480,-7,3,-9,-916,112,-329,39
1551531774,0x6734,-1499,7018,337,100374500,-515,753,329,884,-3070,2267,13,4,6,5374,-505,-1069,-13092,-6585,-6773,-2795,-2,-14,1,-513,768,328,44
1551531774,0x6750,-1339,5405,-292,100586750,62,-206,-948,81,-208,790,-23,6,-18,2547,64,2675,-1896,16005,2937,240,-6,10,5,68,-216,-953,42
1551531774,0x6735,-940,4664,1178,100402000,-140,32,969,323,510,-249,1,-1,-1,4824,-142,-35,-14249,351,-1263,-7980,10,-6,14,-151,37,968,40
1551531775,0x6737,-690,5253,345,100383250,740,336,-560,-305,-555,510,2,2,-1,3346,781,-2382,1927,14281,2438,7406,2,3,-7,738,333,-552,42
1551531775,0x6e36,-1283,5892,4679,100371500,366,-40,-900,-451,244,403,123,28,-40,4797,329,2806,-2219,-8074,13938,-2011,22,33,14,344,-73,-915,41
1551531775,0x6e58,-860,4054,513,100437750,394,-213,-871,-1526,2150,1968,-2,2,-1,5007,378,2649,2331,6354,-14592,3115,1,10,-1,393,-223,-870,37
1551531775,0x6737,-592,4763,821,100380500,739,336,-558,-312,-531,515,0,0,1,3346,781,-2382,1927,14281,2438,7406,1,3,-5,738,333,-552,42
1551531776,0x6726,-947,4033,4282,100302500,-922,114,-328,356,265,-1497,0,3,1,3715,-1107,-2579,-4156,11219,-7307,-8480,-4,5,0,-916,112,-329,39
1551531777,0x6734,0,0,0,100373000,-457,764,339,763,-1384,-387,-34,57,-97,4492,-478,-1036,-10443,-2835,-8754,-8644,31,-7,-15,-488,769,361,44
1551531778,0x6750,-747,4872,1390,100580750,61,-247,-890,-44,-257,763,-408,-306,90,2858,49,2690,-1690,16290,193,428,7,-46,68,53,-200,-958,42
1551531778,0x6735,-216,5184,-48,100399500,-141,30,979,305,486,-256,3,0,0,4824,-142,-35,-14249,351,-1263,-7980,10,-6,11,-151,37,968,40
1551531778,0x6737,-779,5516,4893,100379750,734,335,-570,-340,-542,515,0,-1,0,3348,777,-2386,1924,14301,2439,7366,0,1,-10,735,332,-557,42
1551531779,0x6e36,-1124,5287,4671,100371250,390,-38,-910,-462,238,384,-17,-23,-3,4844,373,2836,-2733,-7679,14084,-1909,3,7,-3,388,-43,-899,41
1551531779,0x6e58,-944,4358,4792,100436500,396,-214,-868,-1508,2169,1995,2,-3,0,5007,378,2649,2332,6354,-14592,3116,3,9,1,393,-223,-870,37
1551531779,0x6737,-671,5527,4760,100378750,736,337,-567,-305,-542,521,2,0,1,3348,777,-2386,1924,14301,2439,7366,1,5,-10,735,332,-557,42
